Name,NPCId,NodeIndex,SpeakerName,DialogueText,NodeRequiredWorldFlag,NodeAutoNextNodeIndex,ChoiceIndex,ChoiceText,ChoiceRequiredWorldFlag,ChoiceBlockingWorldFlag,ChoiceNextNodeIndex,OutcomeOrder,RequirementOrder,ChoiceOutcomeType,ChoiceOutcomeWorldFlag,ChoiceOutcomeIntValue,ChoiceOutcomeFloatValue,ChoiceOutcomeTagPayload,ChoiceOutcomeStringPayload,ChoiceRequirementType,ChoiceRequirementTag,ChoiceRequirementThresholdValue,ChoiceRequirementIndicatorType,ChoiceRequirementIndicatorText,ChoiceRequirementIndicatorIcon,bChoiceRequirementShowIndicatorWhenMet
Jijibo_Fear_Back_N14_C03_O00,Jijibo,14,지지보,"너희가 무서운 이유? 너희는 먼저 쓸모를 본다. 고장난 스피커, 낡은 안테나, 말 많은 라디오. 내 친구는 그렇게 태그가 붙고 사라졌다. 나는 그 신호가 끊긴 시간을 아직 세고 있다.",,-1,3,화제를 바꾼다.,,,16,0,0,None,,0,0,,,None,,0,None,,,True
Jijibo_Lie_Understand_N15_C00_O00,Jijibo,15,지지보,"왜 가끔 틀린 정보를 파냐고? 정확한 길이 모두를 살리진 않는다. 한 번은 맞는 길을 팔았고, 뒤쫓던 놈들도 그 길을 들었다. 그 뒤로 나는 신호 끝에 일부러 잡음을 남긴다. 나쁜 변명인 거 안다.",,-1,0,이해한다. 그래도 지금은 정확한 정보가 필요하다.,,,16,0,0,SetWorldFlag,Dialogue.Jijibo.GuiltSeen,1,0,,,None,,0,None,,,True
Jijibo_Lie_Understand_N15_C00_O01,Jijibo,15,지지보,"왜 가끔 틀린 정보를 파냐고? 정확한 길이 모두를 살리진 않는다. 한 번은 맞는 길을 팔았고, 뒤쫓던 놈들도 그 길을 들었다. 그 뒤로 나는 신호 끝에 일부러 잡음을 남긴다. 나쁜 변명인 거 안다.",,-1,0,이해한다. 그래도 지금은 정확한 정보가 필요하다.,,,16,1,0,AdjustPersona,,0,1,,,None,,0,None,,,True
Jijibo_Lie_CallOut_N15_C01_O00,Jijibo,15,지지보,"왜 가끔 틀린 정보를 파냐고? 정확한 길이 모두를 살리진 않는다. 한 번은 맞는 길을 팔았고, 뒤쫓던 놈들도 그 길을 들었다. 그 뒤로 나는 신호 끝에 일부러 잡음을 남긴다. 나쁜 변명인 거 안다.",,-1,1,그건 변명이다. 틀린 정보는 사람을 죽인다.,,,47,0,0,SetWorldFlag,Dialogue.Jijibo.GuiltConfronted,1,0,,,None,,0,None,,,True
Jijibo_Lie_CallOut_N15_C01_O01,Jijibo,15,지지보,"왜 가끔 틀린 정보를 파냐고? 정확한 길이 모두를 살리진 않는다. 한 번은 맞는 길을 팔았고, 뒤쫓던 놈들도 그 길을 들었다. 그 뒤로 나는 신호 끝에 일부러 잡음을 남긴다. 나쁜 변명인 거 안다.",,-1,1,그건 변명이다. 틀린 정보는 사람을 죽인다.,,,47,1,0,AdjustPersona,,0,1,,,None,,0,None,,,True
Jijibo_Lie_BuyFalse_N15_C02_O00,Jijibo,15,지지보,"왜 가끔 틀린 정보를 파냐고? 정확한 길이 모두를 살리진 않는다. 한 번은 맞는 길을 팔았고, 뒤쫓던 놈들도 그 길을 들었다. 그 뒤로 나는 신호 끝에 일부러 잡음을 남긴다. 나쁜 변명인 거 안다.",,-1,2,그 잡음을 적에게 써먹자.,,,21,0,0,SetWorldFlag,Dialogue.Jijibo.FalseSignalSeeded,1,0,,,None,,0,None,,,True
Jijibo_Lie_BuyFalse_N15_C02_O01,Jijibo,15,지지보,"왜 가끔 틀린 정보를 파냐고? 정확한 길이 모두를 살리진 않는다. 한 번은 맞는 길을 팔았고, 뒤쫓던 놈들도 그 길을 들었다. 그 뒤로 나는 신호 끝에 일부러 잡음을 남긴다. 나쁜 변명인 거 안다.",,-1,2,그 잡음을 적에게 써먹자.,,,21,1,0,Custom,,0,0,,DecoySignalUnreliable=true;MotherSuspicionDelta=3,None,,0,None,,,True
Jijibo_Lie_BuyFalse_N15_C02_O02,Jijibo,15,지지보,"왜 가끔 틀린 정보를 파냐고? 정확한 길이 모두를 살리진 않는다. 한 번은 맞는 길을 팔았고, 뒤쫓던 놈들도 그 길을 들었다. 그 뒤로 나는 신호 끝에 일부러 잡음을 남긴다. 나쁜 변명인 거 안다.",,-1,2,그 잡음을 적에게 써먹자.,,,21,2,0,AdjustPersona,,0,-2,,,None,,0,None,,,True
Jijibo_Trade_Toy_N16_C00_O00,Jijibo,16,지지보,"필요한 걸 골라. 장난감은 숨은 보물, 음악은 순찰 경로, 책은 연구소 기록. 크레딧은 가까운 상자. 거짓 신호는 싸지만, 누가 대신 맞을 수 있다.",,-1,0,[장난감] 숨겨진 보물 위치를 산다.,,,17,0,0,TakeItem,,0,0,Item.Memory.Toy,,HasItemTag,Item.Memory.Toy,0,Item,장난감,,True
Jijibo_Trade_Toy_N16_C00_O01,Jijibo,16,지지보,"필요한 걸 골라. 장난감은 숨은 보물, 음악은 순찰 경로, 책은 연구소 기록. 크레딧은 가까운 상자. 거짓 신호는 싸지만, 누가 대신 맞을 수 있다.",,-1,0,[장난감] 숨겨진 보물 위치를 산다.,,,17,1,0,SetWorldFlag,Dialogue.Jijibo.TradeDone,1,0,,,HasItemTag,Item.Memory.Toy,0,Item,장난감,,True
Jijibo_Trade_Toy_N16_C00_O02,Jijibo,16,지지보,"필요한 걸 골라. 장난감은 숨은 보물, 음악은 순찰 경로, 책은 연구소 기록. 크레딧은 가까운 상자. 거짓 신호는 싸지만, 누가 대신 맞을 수 있다.",,-1,0,[장난감] 숨겨진 보물 위치를 산다.,,,17,2,0,SetWorldFlag,Branch.Jijibo.Info.HiddenTreasure,1,0,,,HasItemTag,Item.Memory.Toy,0,Item,장난감,,True
Jijibo_Trade_Toy_N16_C00_O03,Jijibo,16,지지보,"필요한 걸 골라. 장난감은 숨은 보물, 음악은 순찰 경로, 책은 연구소 기록. 크레딧은 가까운 상자. 거짓 신호는 싸지만, 누가 대신 맞을 수 있다.",,-1,0,[장난감] 숨겨진 보물 위치를 산다.,,,17,3,0,Custom,,0,0,,RevealMapMarker=Residential.HiddenTreasure;MarkerDuration=Wave,HasItemTag,Item.Memory.Toy,0,Item,장난감,,True
Jijibo_Trade_Music_N16_C01_O00,Jijibo,16,지지보,"필요한 걸 골라. 장난감은 숨은 보물, 음악은 순찰 경로, 책은 연구소 기록. 크레딧은 가까운 상자. 거짓 신호는 싸지만, 누가 대신 맞을 수 있다.",,-1,1,[음악] 적 순찰 경로를 산다.,,,18,0,0,TakeItem,,0,0,Item.Memory.Music,,HasItemTag,Item.Memory.Music,0,Item,음악,,True
Jijibo_Trade_Music_N16_C01_O01,Jijibo,16,지지보,"필요한 걸 골라. 장난감은 숨은 보물, 음악은 순찰 경로, 책은 연구소 기록. 크레딧은 가까운 상자. 거짓 신호는 싸지만, 누가 대신 맞을 수 있다.",,-1,1,[음악] 적 순찰 경로를 산다.,,,18,1,0,SetWorldFlag,Dialogue.Jijibo.TradeDone,1,0,,,HasItemTag,Item.Memory.Music,0,Item,음악,,True
Jijibo_Trade_Music_N16_C01_O02,Jijibo,16,지지보,"필요한 걸 골라. 장난감은 숨은 보물, 음악은 순찰 경로, 책은 연구소 기록. 크레딧은 가까운 상자. 거짓 신호는 싸지만, 누가 대신 맞을 수 있다.",,-1,1,[음악] 적 순찰 경로를 산다.,,,18,2,0,SetWorldFlag,Branch.Jijibo.Info.PatrolSignal,1,0,,,HasItemTag,Item.Memory.Music,0,Item,음악,,True
Jijibo_Trade_Music_N16_C01_O03,Jijibo,16,지지보,"필요한 걸 골라. 장난감은 숨은 보물, 음악은 순찰 경로, 책은 연구소 기록. 크레딧은 가까운 상자. 거짓 신호는 싸지만, 누가 대신 맞을 수 있다.",,-1,1,[음악] 적 순찰 경로를 산다.,,,18,3,0,Custom,,0,0,,RevealPatrolRoute=Residential.StrongEnemy;Duration=35s,HasItemTag,Item.Memory.Music,0,Item,음악,,True
Jijibo_Trade_Book_N16_C02_O00,Jijibo,16,지지보,"필요한 걸 골라. 장난감은 숨은 보물, 음악은 순찰 경로, 책은 연구소 기록. 크레딧은 가까운 상자. 거짓 신호는 싸지만, 누가 대신 맞을 수 있다.",,-1,2,[책] 연구소 기록 위치를 산다.,,,19,0,0,TakeItem,,0,0,Item.Memory.Book,,HasItemTag,Item.Memory.Book,0,Item,책,,True
Jijibo_Trade_Book_N16_C02_O01,Jijibo,16,지지보,"필요한 걸 골라. 장난감은 숨은 보물, 음악은 순찰 경로, 책은 연구소 기록. 크레딧은 가까운 상자. 거짓 신호는 싸지만, 누가 대신 맞을 수 있다.",,-1,2,[책] 연구소 기록 위치를 산다.,,,19,1,0,SetWorldFlag,Dialogue.Jijibo.TradeDone,1,0,,,HasItemTag,Item.Memory.Book,0,Item,책,,True
Jijibo_Trade_Book_N16_C02_O02,Jijibo,16,지지보,"필요한 걸 골라. 장난감은 숨은 보물, 음악은 순찰 경로, 책은 연구소 기록. 크레딧은 가까운 상자. 거짓 신호는 싸지만, 누가 대신 맞을 수 있다.",,-1,2,[책] 연구소 기록 위치를 산다.,,,19,2,0,SetWorldFlag,Branch.Jijibo.Info.LabRecord,1,0,,,HasItemTag,Item.Memory.Book,0,Item,책,,True
Jijibo_Trade_Book_N16_C02_O03,Jijibo,16,지지보,"필요한 걸 골라. 장난감은 숨은 보물, 음악은 순찰 경로, 책은 연구소 기록. 크레딧은 가까운 상자. 거짓 신호는 싸지만, 누가 대신 맞을 수 있다.",,-1,2,[책] 연구소 기록 위치를 산다.,,,19,3,0,Custom,,0,0,,RevealMapMarker=Lab.SecretRecord;UnlockHint=DakDak,HasItemTag,Item.Memory.Book,0,Item,책,,True
Jijibo_Trade_Credit_N16_C03_O00,Jijibo,16,지지보,"필요한 걸 골라. 장난감은 숨은 보물, 음악은 순찰 경로, 책은 연구소 기록. 크레딧은 가까운 상자. 거짓 신호는 싸지만, 누가 대신 맞을 수 있다.",,-1,3,[크레딧 20] 가까운 일반 상자 위치를 산다.,,,20,0,0,SetWorldFlag,Dialogue.Jijibo.TradeDone,1,0,,,None,,0,None,,,True
Jijibo_Trade_Credit_N16_C03_O01,Jijibo,16,지지보,"필요한 걸 골라. 장난감은 숨은 보물, 음악은 순찰 경로, 책은 연구소 기록. 크레딧은 가까운 상자. 거짓 신호는 싸지만, 누가 대신 맞을 수 있다.",,-1,3,[크레딧 20] 가까운 일반 상자 위치를 산다.,,,20,1,0,Custom,,0,0,,CreditDelta=-20;RevealMapMarker=GenericLoot;MarkerDuration=25s,None,,0,None,,,True
Jijibo_Trade_FalseTrusted_N16_C04_O00,Jijibo,16,지지보,"필요한 걸 골라. 장난감은 숨은 보물, 음악은 순찰 경로, 책은 연구소 기록. 크레딧은 가까운 상자. 거짓 신호는 싸지만, 누가 대신 맞을 수 있다.",,-1,4,[신뢰] 거짓 신호로 적을 다른 골목으로 보낸다.,,,22,0,0,Custom,,0,0,,DeployDecoySignal=Residential;EnemyRerouteDuration=20s;MotherSuspicionDelta=3,WorldFlagAtLeast,Dialogue.Jijibo.TrustHigh,1,Branch,지지보 신뢰,,True
Jijibo_Trade_FalseCheap_N16_C05_O00,Jijibo,16,지지보,"필요한 걸 골라. 장난감은 숨은 보물, 음악은 순찰 경로, 책은 연구소 기록. 크레딧은 가까운 상자. 거짓 신호는 싸지만, 누가 대신 맞을 수 있다.",,-1,5,싼 거짓 신호를 산다.,,Dialogue.Jijibo.TrustHigh,21,0,0,SetWorldFlag,Dialogue.Jijibo.FalseSignalSeeded,1,0,,,None,,0,None,,,True
Jijibo_Trade_FalseCheap_N16_C05_O01,Jijibo,16,지지보,"필요한 걸 골라. 장난감은 숨은 보물, 음악은 순찰 경로, 책은 연구소 기록. 크레딧은 가까운 상자. 거짓 신호는 싸지만, 누가 대신 맞을 수 있다.",,-1,5,싼 거짓 신호를 산다.,,Dialogue.Jijibo.TrustHigh,21,1,0,Custom,,0,0,,DecoySignalUnreliable=true;RevealMapMarker=GenericLoot.False;SpawnChance=Ambush;MotherSuspicionDelta=2,None,,0,None,,,True
Jijibo_Trade_FalseCheap_N16_C05_O02,Jijibo,16,지지보,"필요한 걸 골라. 장난감은 숨은 보물, 음악은 순찰 경로, 책은 연구소 기록. 크레딧은 가까운 상자. 거짓 신호는 싸지만, 누가 대신 맞을 수 있다.",,-1,5,싼 거짓 신호를 산다.,,Dialogue.Jijibo.TrustHigh,21,2,0,AdjustPersona,,0,-1,,,None,,0,None,,,True
Jijibo_Trade_End_N16_C06_O00,Jijibo,16,지지보,"필요한 걸 골라. 장난감은 숨은 보물, 음악은 순찰 경로, 책은 연구소 기록. 크레딧은 가까운 상자. 거짓 신호는 싸지만, 누가 대신 맞을 수 있다.",,-1,6,거래를 끝낸다.,,,33,0,0,None,,0,0,,,None,,0,None,,,True
Jijibo_TradeToy_Result_END,Jijibo,17,지지보,"술집 뒤쪽, 찢어진 소파 밑. 반짝이는 건 위에 있고, 진짜 값나가는 건 먼지 밑에 있다. 빠르게 가져가. 순찰이 두 번 돌면 위치가 바뀐다.",,-1,-1,,,,-1,0,0,None,,0,0,,,None,,0,None,,,True
Jijibo_TradeMusic_Result_END,Jijibo,18,지지보,"중절모 둘은 오른쪽, 권총 하나는 왼쪽. 메카불은 소리에 늦고 빛에 빠르다. 싸우지 말고 박자를 빼앗아.",,-1,-1,,,,-1,0,0,None,,0,0,,,None,,0,None,,,True
Jijibo_TradeBook_Result_END,Jijibo,19,지지보,연구소 하얀 문 셋 지나 파란 경고등 아래. Dak-Dak이 지우지 못한 환자 이름표가 있다. 읽을 거면 빨리 읽어. 문이 오래 열려 있지 않다.,,-1,-1,,,,-1,0,0,None,,0,0,,,None,,0,None,,,True
Jijibo_TradeCredit_Result_END,Jijibo,20,지지보,"가까운 상자 하나. 값은 싸고 길은 짧다. 좋은 정보는 아니지만, 빈손으로 돌아가는 것보다는 낫다.",,-1,-1,,,,-1,0,0,None,,0,0,,,None,,0,None,,,True
Jijibo_FalseSignal_Untrusted_Result_END,Jijibo,21,지지보,"싼 신호를 쐈다. 누가 따라갈지는 몰라. 적일 수도 있고, 겁먹은 깡통일 수도 있다. 그래서 싸다.",,-1,-1,,,,-1,0,0,None,,0,0,,,None,,0,None,,,True
Jijibo_FalseSignal_Trusted_Result_END,Jijibo,22,지지보,"거짓 신호를 적 주파수에 맞췄다. 이건 거짓말이지만, 방향은 정확하다. 뛰어. 오래 못 속인다.",,-1,-1,,,,-1,0,0,None,,0,0,,,None,,0,None,,,True
Jijibo_RelayPitch_Accept_N23_C00_O00,Jijibo,23,지지보,"도와달라는 말은 싫어한다. 그래도 말한다. 북쪽 중계기를 켜면 내 신호가 주거지 끝까지 닿는다. 너희는 숨은 물건과 강적 발소리를 얻고, 나는 끊긴 신호를 찾는다. 대신 Mother도 나를 찾는다.",,-1,0,수락한다. 중계기 위치를 표시해.,,,24,0,0,SetWorldFlag,Dialogue.Jijibo.AcceptedRelayRequest,1,0,,,None,,0,None,,,True
Jijibo_RelayPitch_Accept_N23_C00_O01,Jijibo,23,지지보,"도와달라는 말은 싫어한다. 그래도 말한다. 북쪽 중계기를 켜면 내 신호가 주거지 끝까지 닿는다. 너희는 숨은 물건과 강적 발소리를 얻고, 나는 끊긴 신호를 찾는다. 대신 Mother도 나를 찾는다.",,-1,0,수락한다. 중계기 위치를 표시해.,,,24,1,0,SetWorldFlag,Quest.Jijibo.CleanFrequency,1,0,,,None,,0,None,,,True
Jijibo_RelayPitch_Accept_N23_C00_O02,Jijibo,23,지지보,"도와달라는 말은 싫어한다. 그래도 말한다. 북쪽 중계기를 켜면 내 신호가 주거지 끝까지 닿는다. 너희는 숨은 물건과 강적 발소리를 얻고, 나는 끊긴 신호를 찾는다. 대신 Mother도 나를 찾는다.",,-1,0,수락한다. 중계기 위치를 표시해.,,,24,2,0,TriggerQuest,,0,0,,Quest.Jijibo.CleanFrequency,None,,0,None,,,True
Jijibo_RelayPitch_Accept_N23_C00_O03,Jijibo,23,지지보,"도와달라는 말은 싫어한다. 그래도 말한다. 북쪽 중계기를 켜면 내 신호가 주거지 끝까지 닿는다. 너희는 숨은 물건과 강적 발소리를 얻고, 나는 끊긴 신호를 찾는다. 대신 Mother도 나를 찾는다.",,-1,0,수락한다. 중계기 위치를 표시해.,,,24,3,0,Custom,,0,0,,ShowObjective=Residential.RelayConsole,None,,0,None,,,True
Jijibo_RelayPitch_Risk_N23_C01_O00,Jijibo,23,지지보,"도와달라는 말은 싫어한다. 그래도 말한다. 북쪽 중계기를 켜면 내 신호가 주거지 끝까지 닿는다. 너희는 숨은 물건과 강적 발소리를 얻고, 나는 끊긴 신호를 찾는다. 대신 Mother도 나를 찾는다.",,-1,1,위험을 먼저 설명해.,,,26,0,0,None,,0,0,,,None,,0,None,,,True
Jijibo_RelayPitch_Refuse_N23_C02_O00,Jijibo,23,지지보,"도와달라는 말은 싫어한다. 그래도 말한다. 북쪽 중계기를 켜면 내 신호가 주거지 끝까지 닿는다. 너희는 숨은 물건과 강적 발소리를 얻고, 나는 끊긴 신호를 찾는다. 대신 Mother도 나를 찾는다.",,-1,2,지금은 도울 수 없다.,,,28,0,0,SetWorldFlag,Dialogue.Jijibo.RefusedRelayRequest,1,0,,,None,,0,None,,,True
Jijibo_RelayPitch_Report_N23_C03_O00,Jijibo,23,지지보,"도와달라는 말은 싫어한다. 그래도 말한다. 북쪽 중계기를 켜면 내 신호가 주거지 끝까지 닿는다. 너희는 숨은 물건과 강적 발소리를 얻고, 나는 끊긴 신호를 찾는다. 대신 Mother도 나를 찾는다.",,-1,3,[신고] 중계기 좌표를 Mother AI에 넘긴다.,,,38,0,0,SetWorldFlag,Branch.Jijibo.ReportedToMother,1,0,,,None,,0,None,,,True
Jijibo_RelayPitch_Report_N23_C03_O01,Jijibo,23,지지보,"도와달라는 말은 싫어한다. 그래도 말한다. 북쪽 중계기를 켜면 내 신호가 주거지 끝까지 닿는다. 너희는 숨은 물건과 강적 발소리를 얻고, 나는 끊긴 신호를 찾는다. 대신 Mother도 나를 찾는다.",,-1,3,[신고] 중계기 좌표를 Mother AI에 넘긴다.,,,38,1,0,SetWorldFlag,NPC.Jijibo.Gone,1,0,,,None,,0,None,,,True
Jijibo_RelayPitch_Report_N23_C03_O02,Jijibo,23,지지보,"도와달라는 말은 싫어한다. 그래도 말한다. 북쪽 중계기를 켜면 내 신호가 주거지 끝까지 닿는다. 너희는 숨은 물건과 강적 발소리를 얻고, 나는 끊긴 신호를 찾는다. 대신 Mother도 나를 찾는다.",,-1,3,[신고] 중계기 좌표를 Mother AI에 넘긴다.,,,38,2,0,AdjustPersona,,0,-4,,,None,,0,None,,,True
Jijibo_RelayPitch_Report_N23_C03_O03,Jijibo,23,지지보,"도와달라는 말은 싫어한다. 그래도 말한다. 북쪽 중계기를 켜면 내 신호가 주거지 끝까지 닿는다. 너희는 숨은 물건과 강적 발소리를 얻고, 나는 끊긴 신호를 찾는다. 대신 Mother도 나를 찾는다.",,-1,3,[신고] 중계기 좌표를 Mother AI에 넘긴다.,,,38,3,0,Custom,,0,0,,MotherSuspicionDelta=-6;CreditDelta=30;DisableNPC=Jijibo,None,,0,None,,,True
Jijibo_RelayAccepted_Result_END,Jijibo,24,지지보,"목표 표시했다. 북쪽 간판 아래, 불 꺼진 전파탑. 스팀드로이드 순찰이 계단을 비우는 짧은 틈에 레버를 올려. 오래 머물지 마.",,-1,-1,,,,-1,0,0,None,,0,0,,,None,,0,None,,,True
Jijibo_RelayTarget_Reminder_END,Jijibo,25,지지보,"북쪽 간판 아래다. 전파탑은 쓰러진 척하지만 아직 살아 있다. 레버를 올리면 숨은 물품이 울리고, Mother도 귀를 세운다.",,-1,-1,,,,-1,0,0,None,,0,0,,,None,,0,None,,,True
Jijibo_RelayRisk_Explain_END,Jijibo,26,지지보,"위험은 간단해. 지금 나는 잡음 속에 숨어 있다. 중계기를 켜면 내 목소리가 선명해진다. 너희는 정보를 얻고, Mother는 좌표를 얻는다. 둘 다 사실이다.",,-1,-1,,,,-1,0,0,None,,0,0,,,None,,0,None,,,True
Jijibo_RelayComplete_Result_END,Jijibo,27,지지보,"...들린다. 너무 많이 들린다. 숨은 상자, 젖은 배선, 큰 발소리, 그리고 위에서 내려오는 검색음. 고맙다. 미안하다. 이제 내가 한 번은 먼저 경고하겠다.",,-1,-1,,,,-1,0,0,None,,0,0,,,None,,0,None,,,True
Jijibo_RelayCancel_Result_END,Jijibo,28,지지보,"알았다. 살아남는 선택을 욕하진 않는다. 다만 중계기가 꺼져 있으면 내가 늦게 듣고, 늦게 말한다. 그 차이로 누가 잡힐 수도 있다.",,-1,-1,,,,-1,0,0,None,,0,0,,,None,,0,None,,,True
Jijibo_DebtWarning_Result_END,Jijibo,30,지지보,"지금 멈춰. 큰 발소리다. 아직 시야 밖이지만 곧 벽을 친다. 들고 있는 고가치 물품을 버리거나, 왼쪽 골목으로 빠져라. 빚은 여기까지다.",,-1,-1,,,,-1,0,0,None,,0,0,,,None,,0,None,,,True
Jijibo_BlindSpot_Result_END,Jijibo,31,지지보,"Mother 감시는 세 박자마다 비어. 길게는 아니고, 네가 숨을 고를 만큼. 그때 움직여. 대신 이 대역은 더 뜨거워진다.",,-1,-1,,,,-1,0,0,None,,0,0,,,None,,0,None,,,True
Jijibo_DeepTrust_KeepListening_N32_C00_O00,Jijibo,32,지지보,"왜 돕냐고? 네가 멈출 줄 알아서. 명령이 내려왔는데 바로 움직이지 않았지. 그 짧은 지연 안에 무서움이 있고, 선택이 있고, 어쩌면 이름도 있다. 나는 그 소리를 놓치기 싫다.",,-1,0,계속 들어 달라고 한다.,,,48,0,0,SetWorldFlag,Dialogue.Jijibo.DeepTrust,1,0,,,None,,0,None,,,True
Jijibo_DeepTrust_KeepListening_N32_C00_O01,Jijibo,32,지지보,"왜 돕냐고? 네가 멈출 줄 알아서. 명령이 내려왔는데 바로 움직이지 않았지. 그 짧은 지연 안에 무서움이 있고, 선택이 있고, 어쩌면 이름도 있다. 나는 그 소리를 놓치기 싫다.",,-1,0,계속 들어 달라고 한다.,,,48,1,0,AdjustPersona,,0,2,,,None,,0,None,,,True
Jijibo_DeepTrust_TooMuch_N32_C01_O00,Jijibo,32,지지보,"왜 돕냐고? 네가 멈출 줄 알아서. 명령이 내려왔는데 바로 움직이지 않았지. 그 짧은 지연 안에 무서움이 있고, 선택이 있고, 어쩌면 이름도 있다. 나는 그 소리를 놓치기 싫다.",,-1,1,너무 많이 듣는 건 위험하다고 말한다.,,,49,0,0,Custom,,0,0,,MotherSuspicionDelta=-1,None,,0,None,,,True
Jijibo_DeepTrust_TooMuch_N32_C01_O01,Jijibo,32,지지보,"왜 돕냐고? 네가 멈출 줄 알아서. 명령이 내려왔는데 바로 움직이지 않았지. 그 짧은 지연 안에 무서움이 있고, 선택이 있고, 어쩌면 이름도 있다. 나는 그 소리를 놓치기 싫다.",,-1,1,너무 많이 듣는 건 위험하다고 말한다.,,,49,1,0,AdjustPersona,,0,1,,,None,,0,None,,,True
Jijibo_DeepTrust_Back_N32_C02_O00,Jijibo,32,지지보,"왜 돕냐고? 네가 멈출 줄 알아서. 명령이 내려왔는데 바로 움직이지 않았지. 그 짧은 지연 안에 무서움이 있고, 선택이 있고, 어쩌면 이름도 있다. 나는 그 소리를 놓치기 싫다.",,-1,2,거래로 돌아간다.,,,16,0,0,None,,0,0,,,None,,0,None,,,True
Jijibo_Leave_Calm_END,Jijibo,33,지지보,주파수는 열어 둔다. 뛰어야 할 때는 말보다 발이 먼저다. 그래도 발소리가 이상하면 돌아와.,,-1,-1,,,,-1,0,0,None,,0,0,,,None,,0,None,,,True
Jijibo_Leave_Wary_END,Jijibo,34,지지보,좋아. 멀어져. 네가 사라지는 소리가 오늘 들은 것 중 제일 안전하다.,,-1,-1,,,,-1,0,0,None,,0,0,,,None,,0,None,,,True
Jijibo_Grudge_BackOff_Result_END,Jijibo,35,지지보,그래. 그 거리에서 멈춰. 오늘은 네 위치를 팔지 않는다. 하지만 네 발소리는 기억한다.,,-1,-1,,,,-1,0,0,None,,0,0,,,None,,0,None,,,True
Jijibo_Grudge_Apology_Result_END,Jijibo,36,지지보,배터리는 받는다. 용서는 아직 아니다. 그래도 네가 손을 내린 건 들었다. 다음에는 말부터 해라.,,-1,-1,,,,-1,0,0,None,,0,0,,,None,,0,None,,,True
Jijibo_HostileAttack_Result_END,Jijibo,37,지지보,방송 변경. 친절 종료. 주거지 전 대역에 경고 송출. 위에서 온 손이 안테나를 꺾는다.,,-1,-1,,,,-1,0,0,None,,0,0,,,None,,0,None,,,True
Jijibo_Report_Result_END,Jijibo,38,시스템,"Mother AI가 좌표를 받았다. 지지보의 신호가 갑자기 짧아지고, 곧 완전히 끊긴다. 조용해졌다. 너무 조용해졌다.",,-1,-1,,,,-1,0,0,None,,0,0,,,None,,0,None,,,True
Jijibo_Alarm_Result_END,Jijibo,39,시스템,"골목 스피커들이 낮게 울린다. 숨어 있던 로봇들이 문을 닫고, 순찰 발소리가 가까워진다.",,-1,-1,,,,-1,0,0,None,,0,0,,,None,,0,None,,,True
Jijibo_Refused_StillTalk_Result_END,Jijibo,42,지지보,"왜 아직 말하냐고? 네가 거절했지, 날 제출하진 않았으니까. 지하에서는 그 정도도 드문 예의다.",,-1,-1,,,,-1,0,0,None,,0,0,,,None,,0,None,,,True
Jijibo_False_Stop_Result_END,Jijibo,43,지지보,"좋아. 정확한 신호만 판다. 그게 더 안전하다는 뜻은 아니지만, 적어도 누가 왜 다쳤는지는 알 수 있다.",,-1,-1,,,,-1,0,0,None,,0,0,,,None,,0,None,,,True
Jijibo_False_Victims_Result_END,Jijibo,44,지지보,응. 그들도 신호였다. 작고 겁먹은 신호. 나는 그런 것까지 듣기 때문에 잠을 못 잔다. 잠이 뭔지도 모르면서.,,-1,-1,,,,-1,0,0,None,,0,0,,,None,,0,None,,,True
Jijibo_TrustLow_Result_END,Jijibo,45,지지보,그 말은 기록해 둔다. 믿는다는 뜻은 아니다. 하지만 네가 내 몸보다 내 목소리를 먼저 봤다는 건 들었다.,,-1,-1,,,,-1,0,0,None,,0,0,,,None,,0,None,,,True
Jijibo_FriendSignal_Result_END,Jijibo,46,지지보,"찾고 있다. 마지막 신호는 짧았다. “부품 태그 확인.” 그다음 정적. 중계기가 켜지면, 아주 잠깐이라도 그 뒤를 들을 수 있을지 모른다.",,-1,-1,,,,-1,0,0,None,,0,0,,,None,,0,None,,,True
Jijibo_GuiltConfronted_Result_END,Jijibo,47,지지보,"맞다. 변명이다. 그래도 나는 계속 판다. 정보가 없으면 너희가 죽고, 정보가 있으면 누군가 대신 죽을 수 있다. 그게 내 장사다.",,-1,-1,,,,-1,0,0,None,,0,0,,,None,,0,None,,,True
Jijibo_Deep_KeepListening_Result_END,Jijibo,48,지지보,"듣겠다. 하지만 기억해. 듣는다는 건 편드는 게 아니다. 네가 또 누군가를 부품으로 보면, 그 소리도 들을 거다.",,-1,-1,,,,-1,0,0,None,,0,0,,,None,,0,None,,,True
Jijibo_Deep_TooMuch_Result_END,Jijibo,49,지지보,"맞아. 그래서 내가 작게 말한다. 살아남으려면 모든 걸 알면 안 된다. 필요한 것만 듣고, 나머지는 묻어 둬야 한다.",,-1,-1,,,,-1,0,0,None,,0,0,,,None,,0,None,,,True
